DeviceElementSource,c:\windows\system32\DeviceElementSource.dll
DeviceFlows DataModel,c:\windows\system32\DeviceFlows.DataModel.dll
DeviceGuard WMI Provider,c:\windows\system32\Win32_DeviceGuard.dll
DeviceItem inproc devquery subsystem,c:\windows\system32\DevDispItemProvider.dll
DeviceReactivation,c:\windows\system32\DeviceReactivation.dll
Devices & Printers Remove Device Context Menu Handler,c:\windows\system32\RemoveDeviceContextHandler.dll
Devices settings page handler,c:\windows\system32\SettingsHandlers_Devices.dll
DevicesFlow Broker,c:\windows\system32\DevicesFlowBroker.dll
DevQuery Background Discovery Broker,c:\windows\system32\DevQueryBroker.dll
DHCP Client Monitor Dll,c:\windows\system32\dhcpcmonitor.dll
DHCP Client Service,c:\windows\system32\dhcpcore.dll,c:\windows\system32\dhcpcsvc.dll
DHCP Server API Stub DLL,c:\windows\system32\dhcpsapi.dll
DHCPv6 Client,c:\windows\system32\dhcpcore6.dll,c:\windows\system32\dhcpcsvc6.dll
DHolographicDisplay,c:\windows\system32\DHolographicDisplay.dll
Diagnostic ER Module,c:\windows\system32\oobe\diagER.dll
Diagnostic event channel for Secure Assessment,c:\windows\system32\Windows.Management.SecureAssessment.Diagnostics.dll
Diagnostic Module,c:\windows\system32\oobe\diagnostic.dll
DiagnosticLogCSP,c:\windows\system32\DiagnosticLogCSP.dll
Diagnostics Hub InfoSources,c:\windows\system32\F12\DiagnosticsHub_is.dll
Diagnostics Settings DLL,c:\windows\system32\Windows.System.UserProfile.DiagnosticsSettings.dll
DIAL DLL,c:\windows\system32\dialclient.dll
DIAL Server DLL,c:\windows\system32\dialserver.dll
Dialogs for Document Event ,c:\windows\system32\DriverStore\FileRepository\hpcm225u.inf_amd64_7bee1bc64a9ec4bf\hpcev165.dll,c:\windows\system32\DriverStore\FileRepository\hpcm225u.inf_amd64_7bee1bc64a9ec4bf\hpcpe165.dll,c:\windows\system32\spool\drivers\x64\3\hpcev165.dll,c:\windows\system32\spool\drivers\x64\3\hpcpe165.dll
Dictation Commands,c:\windows\system32\Speech_OneCore\common\Windows.Speech.Dictation.dll
Dictation Manager,c:\windows\system32\DictationManager.dll
Digimarc Decoder 11/8/2017 6:30 AM [TGNP4W2UT0BB8JC],c:\windows\system32\DMRCDecoder.dll
Digital Media Receiver DLL,c:\windows\system32\DMRServer.dll
DIMS Job DLL,c:\windows\system32\dimsjob.dll
Direct Access Connection Flows,c:\windows\system32\DAConn.dll
Direct Draw Ex,c:\windows\system32\ddrawex.dll
Direct3D 10 Runtime,c:\windows\system32\d3d10core.dll,c:\windows\system32\d3d10.dll
Direct3D 10 to Direct3D9 Translation Runtime,c:\windows\system32\d3d10level9.dll
Direct3D 10.1 Reference Device,c:\windows\system32\d3d10ref.dll
Direct3D 10.1 Runtime,c:\windows\system32\d3d10_1core.dll,c:\windows\system32\d3d10_1.dll
Direct3D 10.1 SDK Layers,c:\windows\system32\d3d10sdklayers.dll
Direct3D 11 Runtime,c:\windows\system32\d3d11.dll
Direct3D 11.3 SDK Layers,c:\windows\system32\d3d11_3SDKLayers.dll
Direct3D 11On12 Runtime,c:\windows\system32\d3d11on12.dll
Direct3D 12 Runtime,c:\windows\system32\D3D12.dll
Direct3D 12 SDK Layers,c:\windows\system32\d3d12SDKLayers.dll
Direct3D 9 Reference Device,c:\windows\system32\d3dref9.dll
Direct3D 9 Runtime,c:\windows\system32\d3d9.dll
Direct3D HLSL Compiler,c:\windows\system32\D3DCompiler_47.dll
Direct3D HLSL Compiler for Redistribution,c:\windows\system32\DriverStore\FileRepository\nvdm.inf_amd64_8c0f80d0ac705bd2\NvCamera\d3dcompiler_47_32.dll,c:\windows\system32\DriverStore\FileRepository\nvdm.inf_amd64_8c0f80d0ac705bd2\NvCamera\d3dcompiler_47_64.dll
Direct3D Rasterizer,c:\windows\system32\d3d10warp.dll
Direct3D Rasterizer Shader Debugging Helper,c:\windows\system32\VSD3DWARPDebug.dll
Direct3D9 DDI to Direct3D12 API Mapping Layer,c:\windows\system32\d3d9on12.dll
DirectAccess Media Manager,c:\windows\system32\DAMM.dll
DirectAccess One-Time Password Credential Provider,c:\windows\system32\DaOtpCredentialProvider.dll
DirectDisplay,c:\windows\system32\ddisplay.dll
Directory Service Common UI,c:\windows\system32\dsuiext.dll
Directory Service Find,c:\windows\system32\dsquery.dll
Directory Service Security UI,c:\windows\system32\dssec.dll
DirectPlay Stub,c:\windows\system32\dpnhpast.dll,c:\windows\system32\dpnet.dll,c:\windows\system32\dpnaddr.dll,c:\windows\system32\dpnlobby.dll,c:\windows\system32\dpnathlp.dll,c:\windows\system32\dpnhupnp.dll
DirectShow ASF Support,c:\windows\system32\qasf.dll
DirectShow DVD PlayBack Runtime.,c:\windows\system32\qdvd.dll
DirectShow Editing SMPTE Wipes,c:\windows\system32\qedwipes.dll
DirectShow Editing.,c:\windows\system32\qedit.dll
DirectShow MCI Driver,c:\windows\system32\mciqtz32.dll
DirectShow Runtime.,c:\windows\system32\amstream.dll,c:\windows\system32\quartz.dll,c:\windows\system32\qdv.dll,c:\windows\system32\qcap.dll
DirectShow Stream Buffer Filter Resouces.,c:\windows\system32\sberes.dll
DirectShow Stream Buffer Filter.,c:\windows\system32\sbe.dll
DirectSound,c:\windows\system32\dsound.dll
DirectSound Effects,c:\windows\system32\dsdmo.dll
DirectX Capture/Replay,c:\windows\system32\DXCaptureReplay.dll
DirectX Graphics Infrastructure,c:\windows\system32\dxgi.dll
DirectX IL Converter DLL,c:\windows\system32\dxilconv.dll
DirectX Media -- DirectX Transform Core,c:\windows\system32\dxtrans.dll
DirectX Media -- Image DirectX Transforms,c:\windows\system32\dxtmsft.dll
DirectX Tools Monitor,c:\windows\system32\DXToolsMonitor.dll
DirectX Tools Offline Analysis,c:\windows\system32\DXToolsOfflineAnalysis.dll
DirectX Tools Reporting,c:\windows\system32\DXToolsReporting.dll
DirectX Video Acceleration 2.0 DLL,c:\windows\system32\dxva2.dll
Disk Management DCOM Interface Stub,c:\windows\system32\dmintf.dll
Disk Management Snap-in Dialogs,c:\windows\system32\dmdlgs.dll
Disk Management Snap-in Resources,c:\windows\system32\dmdskres2.dll,c:\windows\system32\dmdskres.dll
Disk Management Snap-in Support Library,c:\windows\system32\dmvdsitf.dll,c:\windows\system32\dmdskmgr.dll
Disk Space Cleaner for Windows,c:\windows\system32\dataclen.dll
DISM API Framework,c:\windows\system32\DismApi.dll
DISM App Package (.appx) Provider,c:\windows\system32\Dism\AppxProvider.dll
DISM Assoc Provider,c:\windows\system32\Dism\AssocProvider.dll
DISM Core Framework,c:\windows\system32\Dism\DismCore.dll
DISM Driver Provider,c:\windows\system32\Dism\DmiProvider.dll
DISM Ffu Provider,c:\windows\system32\Dism\FfuProvider.dll
DISM Folder Image Provider,c:\windows\system32\Dism\FolderProvider.dll
DISM Generic Imaging Provider,c:\windows\system32\Dism\ImagingProvider.dll
DISM Generic Provider,c:\windows\system32\Dism\GenericProvider.dll
DISM IBS Provider,c:\windows\system32\Dism\IBSProvider.dll
DISM International Provider,c:\windows\system32\Dism\IntlProvider.dll
DISM Logging Provider,c:\windows\system32\Dism\LogProvider.dll
DISM Msi Provider,c:\windows\system32\Dism\MsiProvider.dll
DISM OfflineSetup Provider,c:\windows\system32\Dism\OfflineSetupProvider.dll
DISM OS Services Provider,c:\windows\system32\Dism\OSProvider.dll
DISM Package Provider,c:\windows\system32\Dism\CbsProvider.dll
DISM Provider Store,c:\windows\system32\Dism\DismProv.dll
DISM Provisioning Provider,c:\windows\system32\Dism\ProvProvider.dll
DISM Settings Provider,c:\windows\system32\Dism\SmiProvider.dll
DISM SetupPlatform Provider,c:\windows\system32\Dism\SetupPlatformProvider.dll
DISM Sysprep Provider,c:\windows\system32\Dism\SysprepProvider.dll
DISM Transmogrify Provider,c:\windows\system32\Dism\TransmogProvider.dll
DISM Unattend Provider,c:\windows\system32\Dism\UnattendProvider.dll
DISM VHD Image Provider,c:\windows\system32\Dism\VhdProvider.dll
DISM WIM Provider,c:\windows\system32\Dism\WimProvider.dll
DismCmdlets,c:\windows\system32\WindowsPowerShell\v1.0\Modules\Dism\Microsoft.Dism.PowerShell.dll
DismCore Proxy Stub,c:\windows\system32\Dism\DismCorePS.dll
Display Broker API,c:\windows\system32\DispBroker.dll
Display Control Panel,c:\windows\system32\Display.dll
Display Driver NvTelemetry Plugin for NVIDIA Container,c:\windows\system32\DriverStore\FileRepository\nvdm.inf_amd64_8c0f80d0ac705bd2\Display.NvContainer\plugins\LocalSystem\_DisplayDriverRAS.dll
DisplayManager,c:\windows\system32\DisplayManager.dll
Distributed COM Services,c:\windows\system32\rpcss.dll
Distributed File System shell extension,c:\windows\system32\DfsShlEx.dll
Distributed Link Tracking Client,c:\windows\system32\trkwks.dll
Distributed Routing Table,c:\windows\system32\drt.dll
Distributed Routing Table Providers,c:\windows\system32\drtprov.dll
Distributed Routing Table Transport Provider,c:\windows\system32\drttransport.dll
DLL de recursos de controlador de impresora Unidrv,c:\windows\system32\DriverStore\FileRepository\hpcm225u.inf_amd64_7bee1bc64a9ec4bf\unires.dll
DLL for AppointmentActivation,c:\windows\system32\AppointmentActivation.dll
DLL for CalendarRT,c:\windows\system32\AppointmentApis.dll
DLL for ChatRT,c:\windows\system32\ChatApis.dll
DLL for ContactActivation,c:\windows\system32\ContactActivation.dll
DLL for ContactsRT,c:\windows\system32\ContactApis.dll
DLL for EmailRT,c:\windows\system32\EmailApis.dll
DLL for PeopleRT,c:\windows\system32\PeopleAPIs.dll
DLL for PhoneCallHistoryRT,c:\windows\system32\PhoneCallHistoryApis.dll
DLL for SocialRT,c:\windows\system32\socialapis.dll
DLL for TaskRT,c:\windows\system32\TaskApis.dll
DLL for UserDataAccountsRT,c:\windows\system32\UserDataAccountApis.dll
DLNA DLL,c:\windows\system32\Windows.Media.Streaming.dll
DLNA DMR DLL,c:\windows\system32\PlayToReceiver.dll
DLNA Namespace DLL,c:\windows\system32\dlnashext.dll
DLNA Proxy-Stub DLL,c:\windows\system32\Windows.Media.Streaming.ps.dll
DM WMI Bridge Provider,c:\windows\system32\wbem\DMWmiBridgeProv1.dll,c:\windows\system32\wbem\DMWmiBridgeProv.dll
DmApiSetExtImplDesktop,c:\windows\system32\DmApiSetExtImplDesktop.dll
DMAppsRes,c:\windows\system32\DMAppsRes.dll
DMC Component,c:\windows\system32\spool\drivers\x64\3\hpcdmc64.dll,c:\windows\system32\DriverStore\FileRepository\hpcm225u.inf_amd64_7bee1bc64a9ec4bf\hpcdmc32.dll,c:\windows\system32\DriverStore\FileRepository\hpcm225u.inf_amd64_7bee1bc64a9ec4bf\hpcdmc64.dll
dmcfgutils,c:\windows\system32\dmcfgutils.dll
dmcmnutils,c:\windows\system32\dmcmnutils.dll
dmcommandlineutils,c:\windows\system32\dmcommandlineutils.dll
dmcsps,c:\windows\system32\dmcsps.dll
dmiso8601utils,c:\windows\system32\dmiso8601utils.dll
DMO Runtime,c:\windows\system32\msdmo.dll
dmoleaututils,c:\windows\system32\dmoleaututils.dll
dmprocessxmlfiltered,c:\windows\system32\dmprocessxmlfiltered.dll
dmpushproxy,c:\windows\system32\dmpushproxy.dll
dmwappushsvc,c:\windows\system32\dmwappushsvc.dll
dmwmicsp,c:\windows\system32\dmwmicsp.dll
dmxmlhelputils,c:\windows\system32\dmxmlhelputils.dll
DNS Caching Resolver Service,c:\windows\system32\dnsrslvr.dll
DNS Client API DLL,c:\windows\system32\dnsapi.dll
DNS Client MMC Snap-in DLL,c:\windows\system32\dnscmmc.dll
DNS Client WMIv2 Provider,c:\windows\system32\wbem\dnsclientpsprovider.dll
DNS extension DLL,c:\windows\system32\dnsext.dll
DNS Helper Class,c:\windows\system32\dnshc.dll
Docking.VirtualInput,c:\windows\system32\Docking.VirtualInput.dll
Documents and Printing Performance Events,c:\windows\system32\DocumentPerformanceEvents.dll
Dolby Audio Processing Encoder DLL,c:\windows\system32\DolbyHrtfEnc.dll
Dolby MAT Encoder DLL,c:\windows\system32\DolbyMATEnc.dll
Domain Join DLL,c:\windows\system32\netjoin.dll
Dot11 Connection Flows,c:\windows\system32\WLanConn.dll
Dot11 Media and AdHoc Managers,c:\windows\system32\WlanMM.dll
Dot3 Helper Class,c:\windows\system32\dot3hc.dll
Dot4Net Module,c:\windows\system32\HPZinw12.dll
Downlevel DLL,c:\windows\system32\idndl.dll
Downloaded Maps Manager,c:\windows\system32\moshost.dll
Downloaded Maps Manager Core,c:\windows\system32\moshostcore.dll
DPAPI Server,c:\windows\system32\dpapisrv.dll
dpapiprovider DLL,c:\windows\system32\dpapiprovider.dll
Driver Install Frameworks for API library module,c:\windows\system32\difxapi.dll
Driver Setup Class Installer for Windows Portable Devices,c:\windows\system32\wpd_ci.dll
Driver Store API,c:\windows\system32\drvstore.dll
DS Authorization for Services,c:\windows\system32\dsauth.dll
DS Setup Client DLL,c:\windows\system32\dsrole.dll
DSC,c:\windows\system32\DscCoreConfProv.dll,c:\windows\system32\DscCore.dll,c:\windows\system32\dsc\DscCoreR.dll,c:\windows\system32\dsc\PSDSCFileDownloadManagerEvents.dll
dscproxy,c:\windows\system32\dscproxy.dll
DSCPSPLUGINWKR.DLL,c:\windows\system32\wbem\Dscpspluginwkr.dll
DscTimer,c:\windows\system32\DscTimer.dll
Dshow MF Bridge DLL DLL,c:\windows\system32\mfksproxy.dll
DSREG task handler,c:\windows\system32\dsregtask.dll
DTC WMIv2 Provider,c:\windows\system32\wbem\msdtcwmi.dll
DTUHandlerPS,c:\windows\system32\DTUHandlerPS.dll
DuCSPs,c:\windows\system32\DuCsps.dll
DWMGhost,c:\windows\system32\dwmghost.dll
DWMInit,c:\windows\system32\dwminit.dll
DXCore,c:\windows\system32\DXCore.dll
DXGI Debug Binary,c:\windows\system32\DXGIDebug.dll
Dynamic Interface Manager,c:\windows\system32\mprdim.dll
dynamoapi,c:\windows\system32\dynamoapi.dll
EAMProgressHandler,c:\windows\system32\EAMProgressHandler.dll
EAP extension DLL,c:\windows\system32\eapprovp.dll
EAP Generic UI,c:\windows\system32\eappgnui.dll
Eap Peer Config,c:\windows\system32\eappcfg.dll
Eap Peer Config UI,c:\windows\system32\eappcfgui.dll
EAP SIM config dll,c:\windows\system32\SimCfg.dll
EAP SIM EXT config dll,c:\windows\system32\eapsimextdesktop.dll
EAP SIM run-time dll,c:\windows\system32\SimAuth.dll
EAP TTLS configuration dll,c:\windows\system32\TtlsCfg.dll
EAP TTLS run-time dll,c:\windows\system32\TtlsAuth.dll
EASConsent,c:\windows\system32\easconsent.dll
Ease of access  control panel,c:\windows\system32\accessibilitycpl.dll
Easy Launcher,c:\windows\system32\DellTPad\Elprop.dll,c:\windows\system32\DriverStore\FileRepository\aphidfiltrsp.inf_amd64_154c37f7247e32d8\Elprop.dll
EditBufferTestHook.DYNLINK,c:\windows\system32\EditBufferTestHook.dll
EDITIONUPGRADEHELPER.DLL,c:\windows\system32\EditionUpgradeHelper.dll
EDP Audit API,c:\windows\system32\edpauditapi.dll
EDP util,c:\windows\system32\edputil.dll
EdpTask Task,c:\windows\system32\edptask.dll
EFS Core Library,c:\windows\system32\efscore.dll
EFS Service,c:\windows\system32\efssvc.dll
EFS Utility Library,c:\windows\system32\efsutil.dll
EFSEXT.DLL,c:\windows\system32\efsext.dll
Els Core Platform DLL,c:\windows\system32\ELSCore.dll
ELS Hyphenation Service,c:\windows\system32\elshyph.dll
ELS Language Detection,c:\windows\system32\elslad.dll
ELS Transliteration Service,c:\windows\system32\elsTrans.dll
E-mail Naming Shim Provider,c:\windows\system32\NapiNSP.dll
Embedded Lockdown Settings,c:\windows\system32\wbem\EmbeddedLockdownWmi.dll
Embedded Mode Service Client DLL,c:\windows\system32\embeddedmodesvcapi.dll
EmojiDS.DYNLINK,c:\windows\system32\EmojiDS.dll
Emulex Network Kernel Debug Extensibility Module,c:\windows\system32\kd_02_10df.dll,c:\windows\system32\kd_02_19a2.dll
Encoder API,c:\windows\system32\encapi.dll
Energy Estimator SRUM provider,c:\windows\system32\eeprov.dll
Energy Estimator Utility,c:\windows\system32\eeutil.dll
Energy System Resource Usage Monitor (SRUM) provider,c:\windows\system32\energyprov.dll
Enhanced Storage Password Authentication Driver,c:\windows\system32\DriverStore\FileRepository\ehstorpwddrv.inf_amd64_656c786a8a534600\EhStorPwdDrv.dll,c:\windows\system32\drivers\UMDF\EhStorPwdDrv.dll
Enhanced Video Renderer DLL,c:\windows\system32\evr.dll
Enlightened Kernel Serial Debugger Extension DLL,c:\windows\system32\kdhvcom.dll
Enroll Engine DLL,c:\windows\system32\dmenrollengine.dll
Enterprise server dll,c:\windows\system32\EnterpriseAppMgmtSvc.dll
EnterpriseAPN Configuration Service Provider,c:\windows\system32\EnterpriseAPNCsp.dll
EnterpriseAppMgmtClient.dll,c:\windows\system32\EnterpriseAppMgmtClient.dll
EnterpriseDataProtectionCSP,c:\windows\system32\edpcsp.dll
EnterpriseDesktopAppManagementCSP,c:\windows\system32\EnterpriseDesktopAppMgmtCSP.dll
EnterpriseModernAppMgmtCSP,c:\windows\system32\EnterpriseModernAppMgmtCSP.dll
enterpriseresourcemanager DLL,c:\windows\system32\enterpriseresourcemanager.dll
Environment Handlers Implementation,c:\windows\system32\SettingsHandlers_HoloLens_Environment.dll
EQoS Snapin extension,c:\windows\system32\eqossnap.dll
ESIF Compression Library,c:\windows\system32\DriverStore\FileRepository\dptf_cpu.inf_amd64_aa5133ada4a60a93\esif_cmp.dll,c:\windows\system32\Intel\DPTF\esif_cmp.dll
ESIF Web Server Plugin,c:\windows\system32\Intel\DPTF\esif_ws.dll,c:\windows\system32\DriverStore\FileRepository\dptf_cpu.inf_amd64_aa5133ada4a60a93\esif_ws.dll
ESIM API,c:\windows\system32\Windows.Networking.NetworkOperators.ESim.dll
ETW for Autopilot Diagnostics,c:\windows\system32\autopilotdiag.dll
ETW for MDM Enterprise Diagnostics,c:\windows\system32\dmenterprisediagnostics.dll
ETW for Provisioning Diagnostics,c:\windows\system32\provdiagnostics.dll
Etw Rundown Helper Library,c:\windows\system32\EtwRundown.dll
eUICCsCSP,c:\windows\system32\eUICCsCSP.dll
Event Aggregation User Mode Library,c:\windows\system32\EventAggregation.dll
Event Collector Configuration API,c:\windows\system32\wecapi.dll
Event Collector Service,c:\windows\system32\wecsvc.dll
Event Logging Service,c:\windows\system32\wevtsvc.dll
Event Manager,c:\windows\system32\DriverStore\FileRepository\lms.inf_amd64_0211af8a99c7a473\EventManager.dll,c:\windows\system32\DriverStore\FileRepository\lms.inf_amd64_de1f86bde40d17b4\EventManager.dll
Event Trace Helper Library,c:\windows\system32\mintdh.dll,c:\windows\system32\tdh.dll
Event Viewer Snapin,c:\windows\system32\els.dll
Eventing Consumption and Configuration API,c:\windows\system32\wevtapi.dll
Exchange ActiveSync Invoker Proxy Stub,c:\windows\system32\easinvoker.proxystub.dll
Exchange ActiveSync Windows Runtime DLL,c:\windows\system32\easwrt.dll
ExecModelClient,c:\windows\system32\ExecModelClient.dll
ExecModelProxy,c:\windows\system32\execmodelproxy.dll
eXfat Utility DLL,c:\windows\system32\uexfat.dll
Exploit Guard Configuration Helper,c:\windows\system32\MitigationConfiguration.dll
ExplorerFrame,c:\windows\system32\ExplorerFrame.dll
Expressive Input Library,c:\windows\system32\Windows.UI.Internal.Input.ExpressiveInput.dll
Expressive Input Resource Library,c:\windows\system32\Windows.UI.Internal.Input.ExpressiveInput.Resource.dll
Extended MAPI 1.0 for Windows NT,c:\windows\system32\mapi32.dll,c:\windows\system32\mapistub.dll
Extended RunOnce processing with UI,c:\windows\system32\iernonce.dll
Extensible Performance Counter Shim,c:\windows\system32\netfxperf.dll
Extensible Storage Engine for Microsoft(R) Windows(R),c:\windows\system32\esent.dll
Extensible Storage Engine Performance Monitoring Library for Microsoft(R) Windows(R),c:\windows\system32\esentprf.dll
Extensible Wizard Registration Manager Module,c:\windows\system32\xwreg.dll
Extensible Wizard Type Plugin for DUI,c:\windows\system32\xwtpdui.dll
Extensible Wizard Type Plugin for Win32,c:\windows\system32\xwtpw32.dll
Extensible Wizards Manager Module,c:\windows\system32\xwizards.dll
Extensions for User Mode Driver for Intel(R) Graphics Technology,c:\windows\system32\DriverStore\FileRepository\iigd_dch.inf_amd64_cc785abceae5772e\igdext64.dll,c:\windows\system32\DriverStore\FileRepository\iigd_dch.inf_amd64_cc785abceae5772e\igdext32.dll
Extras XML parser used to extract extension information from XML,c:\windows\system32\ExtrasXmlParser.dll
F12 App Frame,c:\windows\system32\F12\F12AppFrame2.dll,c:\windows\system32\F12\F12AppFrame.dll
F12 Developer Tools,c:\windows\system32\F12\F12Platform.dll,c:\windows\system32\F12\F12Script.dll
F12 Developer Tools App,c:\windows\system32\F12\F12App.dll
F12 Developer Tools Diagnostics TAP,c:\windows\system32\F12\DiagnosticsTap.dll
F12 Tab,c:\windows\system32\F12\F12Tab.dll
Face Credential Provider,c:\windows\system32\facecredentialprovider.dll
Face Recognition Engine Adapter,c:\windows\system32\WinBioPlugIns\FaceDriver\amd64\FaceRecognitionEngineAdapter.dll
Face Recognition Sensor Adapter,c:\windows\system32\WinBioPlugIns\FaceDriver\amd64\FaceRecognitionSensorAdapter.dll,c:\windows\system32\WinBioPlugIns\FaceDriver\amd64\FaceRecognitionSensorAdapterVsm.dll,c:\windows\system32\WinBioPlugIns\FaceDriver\amd64\FaceRecognitionSensorAdapterVsmSecure.dll
FaceRecognitionEngineAdapterLegacyV1Resources.dll,c:\windows\system32\WinBioPlugIns\FaceDriver\amd64\FaceRecognitionEngineAdapterLegacyV1Resources.dll
FaceRecognitionEngineAdapterResources.dll,c:\windows\system32\WinBioPlugIns\FaceDriver\amd64\FaceRecognitionEngineAdapterResources.dll
FaceRecognitionEngineAdapterResources_v2.dll,c:\windows\system32\WinBioPlugIns\FaceDriver\amd64\FaceRecognitionEngineAdapterResources_v2.dll
FaceRecognitionEngineAdapterResources_v3.dll,c:\windows\system32\WinBioPlugIns\FaceDriver\amd64\FaceRecognitionEngineAdapterResources_v3.dll
FaceRecognitionEngineAdapterResources_v4.dll,c:\windows\system32\WinBioPlugIns\FaceDriver\amd64\FaceRecognitionEngineAdapterResources_v4.dll
FaceRecognitionEngineAdapterResourcesCore.dll,c:\windows\system32\WinBioPlugIns\FaceDriver\amd64\FaceRecognitionEngineAdapterResourcesCore.dll
FaceRecognitionEngineAdapterResourcesSecure.dll,c:\windows\system32\WinBioPlugIns\FaceDriver\amd64\FaceRecognitionEngineAdapterResourcesSecure.dll
Family Safety Migration,c:\windows\system32\migration\WpcMigration.Uplevel.dll
Family Safety Refresh Task,c:\windows\system32\WpcRefreshTask.dll
Family.Authentication DLL,c:\windows\system32\Family.Authentication.dll
Family.Cache DLL,c:\windows\system32\Family.Cache.dll
Family.Client DLL,c:\windows\system32\Family.Client.dll
Family.SyncEngine DLL,c:\windows\system32\Family.SyncEngine.dll
FamilySafety ChildAccount Extensions,c:\windows\system32\FamilySafetyExt.dll
Far-field speech pre-processing,c:\windows\system32\DriverStore\FileRepository\intcoed.inf_amd64_8d8501f48d7337e8\AS\IAS\IntelSSTPreprocStreamer.dll,c:\windows\system32\cAVS\Intel(R) Audio Service\IntelSSTPreprocStreamer.dll,c:\windows\system32\DriverStore\FileRepository\intcoed.inf_amd64_08fcca798850af51\AS\IAS\IntelSSTPreprocStreamer.dll,c:\windows\system32\IntelSSTPreprocStreamer.dll,c:\windows\system32\DriverStore\FileRepository\detectionverificationdrv.inf_amd64_ecf3637ac092fdcf\IntelSSTPreprocStreamer.dll
FAT File System Conversion Utility DLL,c:\windows\system32\cnvfat.dll
FAT Utility DLL,c:\windows\system32\ufat.dll
Fax Compose,c:\windows\system32\FXSCOMPOSERES.dll
Fax Printer Installer,c:\windows\system32\FaxPrinterInstaller.dll
Fax Service,c:\windows\system32\FXSST.dll
Fax Utility DLL,c:\windows\system32\FXSUTILITY.dll
Feature Configuration,c:\windows\system32\fcon.dll
FIDO Credential Provider,c:\windows\system32\fidocredprov.dll
File AppX Streaming Data Source Library,c:\windows\system32\FileAppxStreamingDataSource.dll
File Encryption Utility,c:\windows\system32\efsadu.dll
File History API,c:\windows\system32\fhuxapi.dll
File History Backup & Restore Settings Provider,c:\windows\system32\fhsettingsprovider.dll
File History Catalog Library,c:\windows\system32\fhcat.dll
File History Common Library,c:\windows\system32\fhuxcommon.dll
File History Configuration Manager,c:\windows\system32\fhcfg.dll
File History Control Panel,c:\windows\system32\fhcpl.dll
File History Custom Shell Library,c:\windows\system32\fhshl.dll
File History Data Adapter,c:\windows\system32\fhuxadapter.dll
File History Disk Cleanup Handler,c:\windows\system32\fhcleanup.dll
File History Engine,c:\windows\system32\fhengine.dll
File History Event Listener Library,c:\windows\system32\fhevents.dll
File History Graphics,c:\windows\system32\fhuxgraphics.dll
File History HomeGroup Listener,c:\windows\system32\fhlisten.dll
File History Presentation,c:\windows\system32\fhuxpresentation.dll
File History Search API,c:\windows\system32\fhsrchapi.dll
File History Search Protocol Handler,c:\windows\system32\fhsrchph.dll
File History Service,c:\windows\system32\fhsvc.dll
File History Service Control Library,c:\windows\system32\fhsvcctl.dll
File History Task Handler,c:\windows\system32\fhtask.dll
File Management API,c:\windows\system32\fmapi.dll
File Risk Estimation,c:\windows\system32\winshfhc.dll
File Utilities Support DLL,c:\windows\system32\ulib.dll
File/Folder Open/Save Picker Experience contract handler,c:\windows\system32\windows.internal.shellcommon.FilePickerExperienceMEM.dll
Filter Library,c:\windows\system32\fltLib.dll
Filtering Platform Helper Class,c:\windows\system32\fphc.dll
Find Network Printers COM Component,c:\windows\system32\findnetprinters.dll
Firewall Base DLL,c:\windows\system32\fwbase.dll
First Logon Animation,c:\windows\system32\oobe\msoobeFirstLogonAnim.dll
Flatbed Scanner Still Image Devices DLL,c:\windows\system32\DriverStore\FileRepository\sti.inf_amd64_d812d1d3e8491c27\wiafbdrv.dll
FlexNet Communications Library,c:\windows\system32\DriverStore\FileRepository\nvdm.inf_amd64_8c0f80d0ac705bd2\flxcomm64.dll
FlexNet Connect Core Library,c:\windows\system32\DriverStore\FileRepository\nvdm.inf_amd64_8c0f80d0ac705bd2\flxconnect64.dll
FlexNet Embedded Core Library,c:\windows\system32\DriverStore\FileRepository\nvdm.inf_amd64_8c0f80d0ac705bd2\flxcore64.dll
Flight Settings,c:\windows\system32\FlightSettings.dll
FluencyDS.DYNLINK,c:\windows\system32\FluencyDS.dll
FM IFS Utility DLL,c:\windows\system32\fmifs.dll
FmIfs Engine,c:\windows\system32\cfmifs.dll
Folder Redirection Group Policy Extension,c:\windows\system32\fdeploy.dll
Folder Redirection Snapin Extension,c:\windows\system32\fde.dll
Folder Redirection WMI Provider,c:\windows\system32\frprov.dll
Font Glyph Animator,c:\windows\system32\FontGlyphAnimator.dll
Font Management Services,c:\windows\system32\fms.dll
Font Subsetting DLL,c:\windows\system32\fontsub.dll
fontgroupsoverride.dll,c:\windows\system32\fontgroupsoverride.dll
Fonts Mapping API,c:\windows\system32\Windows.Globalization.Fontgroups.dll
Force Feedback Broker And Policy COM Server,c:\windows\system32\ffbroker.dll
Frame Server Client DLL,c:\windows\system32\FSClient.dll
FS Utility Extension DLL,c:\windows\system32\fsutilext.dll
Function Discovery Bluetooth Provider Dll,c:\windows\system32\fdBth.dll
Function Discovery Dll,c:\windows\system32\fundisc.dll
Function Discovery Print Provider Dll,c:\windows\system32\fdprint.dll
Function Discovery Provider host service,c:\windows\system32\fdPHost.dll
Function Discovery Proxy Dll,c:\windows\system32\fdProxy.dll
Function Discovery Resource Publication Service,c:\windows\system32\FDResPub.dll
Function Discovery SSDP Provider Dll,c:\windows\system32\fdSSDP.dll
Function Discovery WNet Provider Dll,c:\windows\system32\fdWNet.dll
